Entry,Message,SignTime_uS
9010,"t=22.84,h=35.34,p=1008.55",46307
9011,"t=22.84,h=35.34,p=1008.56",46308
9012,"t=22.84,h=35.34,p=1008.56",46315
9013,"t=22.84,h=35.35,p=1008.58",46312
9014,"t=22.84,h=35.35,p=1008.58",46321
9015,"t=22.84,h=35.35,p=1008.58",46318
9016,"t=22.84,h=35.35,p=1008.58",46318
9017,"t=22.84,h=35.33,p=1008.55",46312
9018,"t=22.84,h=35.33,p=1008.55",46323
9019,"t=22.84,h=35.35,p=1008.55",46313
9020,"t=22.84,h=35.35,p=1008.55",46322
9021,"t=22.84,h=35.34,p=1008.56",46318
9022,"t=22.84,h=35.34,p=1008.56",46320
9023,"t=22.83,h=35.34,p=1008.54",46315
9024,"t=22.83,h=35.34,p=1008.54",46322
9025,"t=22.84,h=35.34,p=1008.55",46335
9026,"t=22.84,h=35.34,p=1008.55",46322
9027,"t=22.84,h=35.38,p=1008.57",46326
9028,"t=22.84,h=35.38,p=1008.57",46312
9029,"t=22.84,h=35.34,p=1008.56",46318
9030,"t=22.84,h=35.34,p=1008.56",46316
9031,"t=22.83,h=35.34,p=1008.57",46313
9032,"t=22.83,h=35.34,p=1008.57",46312
9033,"t=22.84,h=35.34,p=1008.56",46318
9034,"t=22.84,h=35.34,p=1008.56",46313
9035,"t=22.84,h=35.34,p=1008.56",46317
9036,"t=22.84,h=35.34,p=1008.56",46314
9037,"t=22.83,h=35.34,p=1008.54",46320
9038,"t=22.83,h=35.34,p=1008.54",46311
9039,"t=22.83,h=35.33,p=1008.56",46351
9040,"t=22.83,h=35.33,p=1008.56",46321
9041,"t=22.83,h=35.33,p=1008.56",46314
9042,"t=22.83,h=35.33,p=1008.56",46319
9043,"t=22.84,h=35.33,p=1008.55",46307
9044,"t=22.84,h=35.33,p=1008.55",46317
9045,"t=22.84,h=35.34,p=1008.57",46327
9046,"t=22.84,h=35.34,p=1008.57",46316
9047,"t=22.84,h=35.34,p=1008.57",46314
9048,"t=22.84,h=35.34,p=1008.57",46328
9049,"t=22.84,h=35.34,p=1008.54",46310
9050,"t=22.84,h=35.34,p=1008.54",46319
9051,"t=22.84,h=35.34,p=1008.54",46311
9052,"t=22.84,h=35.33,p=1008.54",46321
9053,"t=22.84,h=35.33,p=1008.54",46316
9054,"t=22.84,h=35.33,p=1008.57",46308
9055,"t=22.84,h=35.33,p=1008.57",46322
9056,"t=22.84,h=35.33,p=1008.54",46373
9057,"t=22.84,h=35.33,p=1008.54",46326
9058,"t=22.83,h=35.34,p=1008.52",46314
9059,"t=22.83,h=35.34,p=1008.52",46322
9060,"t=22.84,h=35.32,p=1008.56",46319
9061,"t=22.84,h=35.32,p=1008.56",46324
9062,"t=22.84,h=35.34,p=1008.54",46314
9063,"t=22.84,h=35.34,p=1008.54",46319
9064,"t=22.84,h=35.33,p=1008.56",46307
9065,"t=22.84,h=35.33,p=1008.56",46321
9066,"t=22.84,h=35.34,p=1008.55",46309
9067,"t=22.84,h=35.34,p=1008.55",46325
9068,"t=22.84,h=35.32,p=1008.52",46326
9069,"t=22.84,h=35.32,p=1008.52",46311
9070,"t=22.84,h=35.32,p=1008.55",46323
9071,"t=22.84,h=35.32,p=1008.55",46324
9072,"t=22.84,h=35.33,p=1008.57",46321
9073,"t=22.84,h=35.33,p=1008.57",46311
9074,"t=22.84,h=35.34,p=1008.55",46322
9075,"t=22.84,h=35.34,p=1008.55",46312
9076,"t=22.84,h=35.36,p=1008.56",46321
9077,"t=22.84,h=35.36,p=1008.56",46315
9078,"t=22.83,h=35.33,p=1008.59",46318
9079,"t=22.83,h=35.33,p=1008.59",46316
9080,"t=22.84,h=35.34,p=1008.55",46318
9081,"t=22.84,h=35.34,p=1008.55",46314
9082,"t=22.84,h=35.32,p=1008.55",46345
9083,"t=22.84,h=35.32,p=1008.55",46336
9084,"t=22.84,h=35.34,p=1008.54",46325
9085,"t=22.84,h=35.34,p=1008.54",46309
9086,"t=22.84,h=35.34,p=1008.55",46344
9087,"t=22.84,h=35.34,p=1008.55",46318
9088,"t=22.84,h=35.34,p=1008.56",46305
9089,"t=22.84,h=35.34,p=1008.56",46307
9090,"t=22.84,h=35.34,p=1008.57",46311
9091,"t=22.84,h=35.34,p=1008.57",46314
9092,"t=22.84,h=35.34,p=1008.54",46320
9093,"t=22.84,h=35.34,p=1008.54",46312
9094,"t=22.84,h=35.34,p=1008.56",46306
9095,"t=22.84,h=35.34,p=1008.56",46320
9096,"t=22.84,h=35.35,p=1008.55",46311
9097,"t=22.84,h=35.35,p=1008.55",46317
9098,"t=22.84,h=35.35,p=1008.54",46317
9099,"t=22.84,h=35.35,p=1008.54",46315
9100,"t=22.84,h=35.35,p=1008.54",46317
9101,"t=22.84,h=35.38,p=1008.55",46319
9102,"t=22.84,h=35.38,p=1008.55",46330
9103,"t=22.84,h=35.34,p=1008.54",46309
9104,"t=22.84,h=35.34,p=1008.54",46322
9105,"t=22.84,h=35.33,p=1008.55",46309
9106,"t=22.84,h=35.33,p=1008.55",46315
9107,"t=22.83,h=35.35,p=1008.53",46315
9108,"t=22.83,h=35.35,p=1008.53",46313
9109,"t=22.84,h=35.35,p=1008.56",46313
9110,"t=22.84,h=35.35,p=1008.56",46338
9111,"t=22.84,h=35.36,p=1008.58",46311
9112,"t=22.84,h=35.36,p=1008.58",46318
9113,"t=22.84,h=35.33,p=1008.55",46319
9114,"t=22.84,h=35.33,p=1008.55",46307
9115,"t=22.83,h=35.38,p=1008.54",46331
9116,"t=22.83,h=35.38,p=1008.54",46319
9117,"t=22.84,h=35.35,p=1008.54",46323
9118,"t=22.84,h=35.35,p=1008.54",46311
9119,"t=22.84,h=35.33,p=1008.54",46324
9120,"t=22.84,h=35.33,p=1008.54",46313
9121,"t=22.83,h=35.36,p=1008.53",46326
9122,"t=22.83,h=35.36,p=1008.53",46322
9123,"t=22.84,h=35.34,p=1008.51",46316
9124,"t=22.84,h=35.34,p=1008.51",46311
9125,"t=22.84,h=35.34,p=1008.54",46313
9126,"t=22.84,h=35.34,p=1008.54",46320
9127,"t=22.83,h=35.35,p=1008.51",46312
9128,"t=22.83,h=35.35,p=1008.51",46319
9129,"t=22.84,h=35.36,p=1008.54",46316
9130,"t=22.84,h=35.36,p=1008.54",46318
9131,"t=22.84,h=35.35,p=1008.56",46315
9132,"t=22.84,h=35.35,p=1008.56",46318
9133,"t=22.84,h=35.36,p=1008.54",46313
9134,"t=22.84,h=35.36,p=1008.54",46317
9135,"t=22.84,h=35.36,p=1008.53",46312
9136,"t=22.84,h=35.36,p=1008.53",46323
9137,"t=22.84,h=35.36,p=1008.54",46311
9138,"t=22.84,h=35.36,p=1008.54",46320
9139,"t=22.84,h=35.36,p=1008.54",46308
9140,"t=22.84,h=35.36,p=1008.54",46311
9141,"t=22.84,h=35.36,p=1008.53",46320
9142,"t=22.84,h=35.36,p=1008.53",46309
9143,"t=22.83,h=35.35,p=1008.54",46321
9144,"t=22.83,h=35.35,p=1008.54",46311
9145,"t=22.84,h=35.35,p=1008.54",46323
9146,"t=22.84,h=35.35,p=1008.54",46308
9147,"t=22.84,h=35.35,p=1008.56",46323
9148,"t=22.84,h=35.35,p=1008.56",46308
9149,"t=22.84,h=35.35,p=1008.55",46327
9150,"t=22.84,h=35.35,p=1008.55",46311
9151,"t=22.84,h=35.35,p=1008.55",46322
9152,"t=22.84,h=35.34,p=1008.55",46306
9153,"t=22.84,h=35.34,p=1008.55",46321
9154,"t=22.84,h=35.36,p=1008.54",46322
9155,"t=22.84,h=35.36,p=1008.54",46353
9156,"t=22.84,h=35.36,p=1008.57",46309
9157,"t=22.84,h=35.36,p=1008.57",46313
9158,"t=22.84,h=35.36,p=1008.55",46318
9159,"t=22.84,h=35.36,p=1008.55",46310
9160,"t=22.83,h=35.35,p=1008.53",46314
9161,"t=22.83,h=35.35,p=1008.53",46311
9162,"t=22.84,h=35.35,p=1008.55",46324
9163,"t=22.84,h=35.35,p=1008.55",46323
9164,"t=22.84,h=35.38,p=1008.55",46326
9165,"t=22.84,h=35.38,p=1008.55",46316
9166,"t=22.84,h=35.35,p=1008.56",46321
9167,"t=22.84,h=35.35,p=1008.56",46310
9168,"t=22.84,h=35.33,p=1008.55",46313
9169,"t=22.84,h=35.33,p=1008.55",46317
9170,"t=22.84,h=35.35,p=1008.53",46312
9171,"t=22.84,h=35.35,p=1008.53",46319
9172,"t=22.84,h=35.35,p=1008.54",46307
9173,"t=22.84,h=35.35,p=1008.54",46318
9174,"t=22.84,h=35.33,p=1008.53",46322
9175,"t=22.84,h=35.33,p=1008.53",46326
9176,"t=22.84,h=35.35,p=1008.51",46310
9177,"t=22.84,h=35.35,p=1008.51",46324
9178,"t=22.84,h=35.35,p=1008.54",46308
9179,"t=22.84,h=35.35,p=1008.54",46317
9180,"t=22.84,h=35.35,p=1008.53",46307
9181,"t=22.84,h=35.35,p=1008.53",46352
9182,"t=22.84,h=35.36,p=1008.54",46326
9183,"t=22.84,h=35.36,p=1008.54",46322
9184,"t=22.84,h=35.36,p=1008.57",46321
9185,"t=22.84,h=35.36,p=1008.57",46328
9186,"t=22.84,h=35.35,p=1008.56",46319
9187,"t=22.84,h=35.35,p=1008.56",46312
9188,"t=22.84,h=35.35,p=1008.53",46318
9189,"t=22.84,h=35.35,p=1008.53",46317
9190,"t=22.84,h=35.35,p=1008.57",46320
9191,"t=22.84,h=35.35,p=1008.57",46332
9192,"t=22.84,h=35.35,p=1008.58",46321
9193,"t=22.84,h=35.35,p=1008.58",46310
9194,"t=22.84,h=35.35,p=1008.58",46320
9195,"t=22.84,h=35.35,p=1008.58",46309
9196,"t=22.84,h=35.34,p=1008.55",46311
9197,"t=22.84,h=35.34,p=1008.55",46318
9198,"t=22.84,h=35.34,p=1008.56",46307
9199,"t=22.84,h=35.34,p=1008.56",46320
9200,"t=22.84,h=35.34,p=1008.56",46315
9201,"t=22.83,h=35.35,p=1008.52",46316
9202,"t=22.83,h=35.35,p=1008.52",46312
9203,"t=22.84,h=35.39,p=1008.54",46327
9204,"t=22.84,h=35.39,p=1008.54",46311
9205,"t=22.84,h=35.33,p=1008.53",46322
9206,"t=22.84,h=35.33,p=1008.53",46314
9207,"t=22.83,h=35.34,p=1008.51",46322
9208,"t=22.83,h=35.34,p=1008.51",46313
9209,"t=22.84,h=35.35,p=1008.52",46351
9210,"t=22.84,h=35.35,p=1008.52",46322
9211,"t=22.84,h=35.33,p=1008.57",46313
9212,"t=22.84,h=35.33,p=1008.57",46316
9213,"t=22.83,h=35.35,p=1008.51",46316
9214,"t=22.83,h=35.35,p=1008.51",46320
9215,"t=22.84,h=35.33,p=1008.54",46314
9216,"t=22.84,h=35.33,p=1008.54",46322
9217,"t=22.84,h=35.35,p=1008.55",46323
9218,"t=22.84,h=35.35,p=1008.55",46314
9219,"t=22.84,h=35.35,p=1008.55",46313
9220,"t=22.84,h=35.35,p=1008.55",46327
9221,"t=22.83,h=35.34,p=1008.54",46325
9222,"t=22.83,h=35.34,p=1008.54",46317
9223,"t=22.83,h=35.36,p=1008.55",46321
9224,"t=22.83,h=35.36,p=1008.55",46308
9225,"t=22.84,h=35.35,p=1008.55",46328
9226,"t=22.84,h=35.35,p=1008.55",46314
9227,"t=22.84,h=35.34,p=1008.57",46325
9228,"t=22.84,h=35.34,p=1008.57",46311
9229,"t=22.84,h=35.35,p=1008.56",46322
9230,"t=22.84,h=35.35,p=1008.56",46314
9231,"t=22.84,h=35.33,p=1008.56",46353
9232,"t=22.84,h=35.33,p=1008.56",46323
9233,"t=22.84,h=35.34,p=1008.54",46309
9234,"t=22.84,h=35.34,p=1008.54",46315
9235,"t=22.84,h=35.34,p=1008.56",46318
9236,"t=22.84,h=35.34,p=1008.56",46314
9237,"t=22.83,h=35.35,p=1008.53",46314
9238,"t=22.83,h=35.35,p=1008.53",46303
9239,"t=22.83,h=35.35,p=1008.55",46311
9240,"t=22.83,h=35.35,p=1008.55",46322
9241,"t=22.83,h=35.34,p=1008.52",46314
9242,"t=22.83,h=35.34,p=1008.52",46320
9243,"t=22.84,h=35.34,p=1008.53",46317
9244,"t=22.84,h=35.34,p=1008.53",46317
9245,"t=22.83,h=35.34,p=1008.53",46313
9246,"t=22.83,h=35.34,p=1008.53",46318
9247,"t=22.84,h=35.34,p=1008.54",46313
9248,"t=22.84,h=35.34,p=1008.54",46323
9249,"t=22.84,h=35.34,p=1008.56",46327
9250,"t=22.84,h=35.34,p=1008.56",46319
9251,"t=22.84,h=35.34,p=1008.56",46306
9252,"t=22.83,h=35.35,p=1008.53",46308
9253,"t=22.83,h=35.35,p=1008.53",46314
9254,"t=22.84,h=35.34,p=1008.54",46345
9255,"t=22.84,h=35.34,p=1008.54",46323
9256,"t=22.84,h=35.34,p=1008.55",46310
9257,"t=22.84,h=35.34,p=1008.55",46325
9258,"t=22.84,h=35.34,p=1008.56",46308
9259,"t=22.84,h=35.34,p=1008.56",46321
9260,"t=22.84,h=35.35,p=1008.53",46319
9261,"t=22.84,h=35.35,p=1008.53",46309
9262,"t=22.84,h=35.34,p=1008.53",46310
9263,"t=22.84,h=35.34,p=1008.53",46319
9264,"t=22.83,h=35.33,p=1008.52",46325
9265,"t=22.83,h=35.33,p=1008.52",46321
9266,"t=22.84,h=35.35,p=1008.52",46325
9267,"t=22.84,h=35.35,p=1008.52",46318
9268,"t=22.84,h=35.35,p=1008.52",46321
9269,"t=22.84,h=35.35,p=1008.52",46314
9270,"t=22.84,h=35.35,p=1008.51",46309
9271,"t=22.84,h=35.35,p=1008.51",46315
9272,"t=22.84,h=35.35,p=1008.54",46317
9273,"t=22.84,h=35.35,p=1008.54",46314
9274,"t=22.84,h=35.33,p=1008.51",46306
9275,"t=22.84,h=35.33,p=1008.51",46314
9276,"t=22.83,h=35.36,p=1008.52",46307
9277,"t=22.83,h=35.36,p=1008.52",46322
9278,"t=22.84,h=35.33,p=1008.53",46310
9279,"t=22.84,h=35.33,p=1008.53",46315
9280,"t=22.84,h=35.35,p=1008.53",46306
9281,"t=22.84,h=35.35,p=1008.53",46312
9282,"t=22.83,h=35.38,p=1008.55",46365
9283,"t=22.83,h=35.38,p=1008.55",46326
9284,"t=22.83,h=35.36,p=1008.52",46312
9285,"t=22.83,h=35.36,p=1008.52",46320
9286,"t=22.84,h=35.35,p=1008.52",46327
9287,"t=22.84,h=35.35,p=1008.52",46329
9288,"t=22.84,h=35.36,p=1008.53",46315
9289,"t=22.84,h=35.36,p=1008.53",46325
9290,"t=22.84,h=35.35,p=1008.49",46315
9291,"t=22.84,h=35.35,p=1008.49",46322
9292,"t=22.84,h=35.35,p=1008.55",46322
9293,"t=22.84,h=35.35,p=1008.55",46318
9294,"t=22.83,h=35.36,p=1008.52",46320
9295,"t=22.83,h=35.36,p=1008.52",46308
9296,"t=22.84,h=35.36,p=1008.51",46320
9297,"t=22.84,h=35.36,p=1008.51",46308
9298,"t=22.84,h=35.36,p=1008.54",46322
9299,"t=22.84,h=35.36,p=1008.54",46312
9300,"t=22.84,h=35.36,p=1008.54",46324
9301,"t=22.84,h=35.36,p=1008.53",46317
9302,"t=22.84,h=35.36,p=1008.53",46319
9303,"t=22.84,h=35.36,p=1008.55",46322
9304,"t=22.84,h=35.36,p=1008.55",46308
9305,"t=22.84,h=35.35,p=1008.53",46317
9306,"t=22.84,h=35.35,p=1008.53",46309
9307,"t=22.84,h=35.41,p=1008.54",46323
9308,"t=22.84,h=35.41,p=1008.54",46307
9309,"t=22.84,h=35.38,p=1008.51",46321
9310,"t=22.84,h=35.38,p=1008.51",46315
9311,"t=22.83,h=35.36,p=1008.54",46318
9312,"t=22.83,h=35.36,p=1008.54",46359
9313,"t=22.83,h=35.38,p=1008.55",46331
9314,"t=22.83,h=35.38,p=1008.55",46314
9315,"t=22.83,h=35.35,p=1008.55",46330
9316,"t=22.83,h=35.35,p=1008.55",46319
9317,"t=22.84,h=35.36,p=1008.53",46310
9318,"t=22.84,h=35.36,p=1008.53",46312
9319,"t=22.84,h=35.39,p=1008.51",46322
9320,"t=22.84,h=35.39,p=1008.51",46317
9321,"t=22.84,h=35.39,p=1008.54",46322
9322,"t=22.84,h=35.39,p=1008.54",46316
9323,"t=22.84,h=35.39,p=1008.54",46314
9324,"t=22.84,h=35.39,p=1008.54",46327
9325,"t=22.83,h=35.39,p=1008.54",46309
9326,"t=22.83,h=35.39,p=1008.54",46318
9327,"t=22.84,h=35.38,p=1008.53",46317
9328,"t=22.84,h=35.38,p=1008.53",46324
9329,"t=22.84,h=35.36,p=1008.53",46315
9330,"t=22.84,h=35.36,p=1008.53",46320
9331,"t=22.84,h=35.38,p=1008.54",46322
9332,"t=22.84,h=35.38,p=1008.54",46322
9333,"t=22.84,h=35.38,p=1008.54",46315
9334,"t=22.84,h=35.38,p=1008.54",46317
9335,"t=22.84,h=35.38,p=1008.55",46315
9336,"t=22.84,h=35.38,p=1008.55",46328
9337,"t=22.84,h=35.39,p=1008.54",46312
9338,"t=22.84,h=35.39,p=1008.54",46325
9339,"t=22.83,h=35.39,p=1008.52",46321
9340,"t=22.83,h=35.39,p=1008.52",46305
9341,"t=22.83,h=35.39,p=1008.56",46323
9342,"t=22.83,h=35.39,p=1008.56",46311
9343,"t=22.83,h=35.38,p=1008.55",46327
9344,"t=22.83,h=35.38,p=1008.55",46313
9345,"t=22.84,h=35.38,p=1008.56",46317
9346,"t=22.84,h=35.38,p=1008.56",46310
9347,"t=22.84,h=35.38,p=1008.54",46325
9348,"t=22.84,h=35.38,p=1008.54",46313
9349,"t=22.84,h=35.38,p=1008.55",46332
9350,"t=22.84,h=35.38,p=1008.55",46313
9351,"t=22.84,h=35.38,p=1008.55",46327
9352,"t=22.83,h=35.39,p=1008.54",46323
9353,"t=22.83,h=35.39,p=1008.54",46309
9354,"t=22.83,h=35.36,p=1008.54",46321
9355,"t=22.83,h=35.36,p=1008.54",46318
9356,"t=22.84,h=35.39,p=1008.54",46326
9357,"t=22.84,h=35.39,p=1008.54",46316
9358,"t=22.83,h=35.39,p=1008.54",46317
9359,"t=22.83,h=35.39,p=1008.54",46318
9360,"t=22.83,h=35.38,p=1008.55",46315
9361,"t=22.83,h=35.38,p=1008.55",46322
9362,"t=22.83,h=35.38,p=1008.53",46318
9363,"t=22.83,h=35.38,p=1008.53",46309
9364,"t=22.83,h=35.39,p=1008.55",46324
9365,"t=22.83,h=35.39,p=1008.55",46312
9366,"t=22.83,h=35.39,p=1008.57",46314
9367,"t=22.83,h=35.39,p=1008.57",46322
9368,"t=22.83,h=35.39,p=1008.55",46314
9369,"t=22.83,h=35.39,p=1008.55",46321
9370,"t=22.84,h=35.38,p=1008.55",46321
9371,"t=22.84,h=35.38,p=1008.55",46326
9372,"t=22.83,h=35.38,p=1008.54",46316
9373,"t=22.83,h=35.38,p=1008.54",46331
9374,"t=22.84,h=35.34,p=1008.55",46308
9375,"t=22.84,h=35.34,p=1008.55",46318
9376,"t=22.83,h=35.39,p=1008.54",46308
9377,"t=22.83,h=35.39,p=1008.54",46318
9378,"t=22.83,h=35.36,p=1008.54",46323
9379,"t=22.83,h=35.36,p=1008.54",46325
9380,"t=22.83,h=35.35,p=1008.53",46316
9381,"t=22.83,h=35.35,p=1008.53",46348
9382,"t=22.83,h=35.38,p=1008.51",46323
9383,"t=22.83,h=35.38,p=1008.51",46323
9384,"t=22.84,h=35.36,p=1008.55",46319
9385,"t=22.84,h=35.36,p=1008.55",46315
9386,"t=22.84,h=35.36,p=1008.55",46319
9387,"t=22.84,h=35.36,p=1008.55",46310
9388,"t=22.84,h=35.36,p=1008.57",46321
9389,"t=22.84,h=35.36,p=1008.57",46315
9390,"t=22.84,h=35.38,p=1008.52",46319
9391,"t=22.84,h=35.38,p=1008.52",46320
9392,"t=22.83,h=35.36,p=1008.54",46315
9393,"t=22.83,h=35.36,p=1008.54",46315
9394,"t=22.83,h=35.36,p=1008.54",46307
9395,"t=22.83,h=35.36,p=1008.54",46318
9396,"t=22.83,h=35.38,p=1008.52",46311
9397,"t=22.83,h=35.38,p=1008.52",46319
9398,"t=22.83,h=35.38,p=1008.56",46319
9399,"t=22.83,h=35.38,p=1008.56",46329
9400,"t=22.83,h=35.36,p=1008.52",46308
9401,"t=22.83,h=35.36,p=1008.52",46326
9402,"t=22.83,h=35.36,p=1008.52",46310
9403,"t=22.83,h=35.38,p=1008.53",46322
9404,"t=22.83,h=35.38,p=1008.53",46309
9405,"t=22.83,h=35.38,p=1008.54",46328
9406,"t=22.83,h=35.38,p=1008.54",46320
9407,"t=22.84,h=35.36,p=1008.53",46355
9408,"t=22.84,h=35.36,p=1008.53",46319
9409,"t=22.84,h=35.36,p=1008.54",46309
9410,"t=22.84,h=35.36,p=1008.54",46320
9411,"t=22.83,h=35.36,p=1008.53",46322
9412,"t=22.83,h=35.36,p=1008.53",46326
9413,"t=22.84,h=35.40,p=1008.53",46320
9414,"t=22.84,h=35.40,p=1008.53",46325
9415,"t=22.83,h=35.38,p=1008.54",46318
9416,"t=22.83,h=35.38,p=1008.54",46329
9417,"t=22.83,h=35.36,p=1008.54",46308
9418,"t=22.83,h=35.36,p=1008.54",46319
9419,"t=22.84,h=35.38,p=1008.55",46321
9420,"t=22.84,h=35.38,p=1008.55",46325
9421,"t=22.83,h=35.36,p=1008.53",46315
9422,"t=22.83,h=35.36,p=1008.53",46315
9423,"t=22.83,h=35.38,p=1008.54",46333
9424,"t=22.83,h=35.38,p=1008.54",46316
9425,"t=22.84,h=35.39,p=1008.57",46326
9426,"t=22.84,h=35.39,p=1008.57",46312
9427,"t=22.83,h=35.36,p=1008.52",46319
9428,"t=22.83,h=35.36,p=1008.52",46312
9429,"t=22.84,h=35.38,p=1008.54",46324
9430,"t=22.84,h=35.38,p=1008.54",46325
9431,"t=22.83,h=35.39,p=1008.55",46320
9432,"t=22.83,h=35.39,p=1008.55",46314
9433,"t=22.83,h=35.38,p=1008.58",46340
9434,"t=22.83,h=35.38,p=1008.58",46326
9435,"t=22.84,h=35.38,p=1008.57",46326
9436,"t=22.84,h=35.38,p=1008.57",46311
9437,"t=22.83,h=35.40,p=1008.57",46307
9438,"t=22.83,h=35.40,p=1008.57",46320
9439,"t=22.83,h=35.40,p=1008.55",46309
9440,"t=22.83,h=35.40,p=1008.55",46323
9441,"t=22.84,h=35.40,p=1008.57",46320
9442,"t=22.84,h=35.40,p=1008.57",46329
9443,"t=22.84,h=35.40,p=1008.58",46310
9444,"t=22.84,h=35.40,p=1008.58",46319
9445,"t=22.84,h=35.40,p=1008.58",46327
9446,"t=22.84,h=35.40,p=1008.58",46320
9447,"t=22.84,h=35.40,p=1008.55",46312
9448,"t=22.84,h=35.40,p=1008.55",46313
9449,"t=22.84,h=35.40,p=1008.59",46318
9450,"t=22.84,h=35.40,p=1008.59",46353
9451,"t=22.83,h=35.40,p=1008.56",46317
9452,"t=22.83,h=35.40,p=1008.56",46357
9453,"t=22.83,h=35.40,p=1008.56",46317
9454,"t=22.84,h=35.41,p=1008.58",46326
9455,"t=22.84,h=35.41,p=1008.58",46312
9456,"t=22.83,h=35.42,p=1008.55",46312
9457,"t=22.83,h=35.42,p=1008.55",46326
9458,"t=22.84,h=35.42,p=1008.57",46301
9459,"t=22.84,h=35.42,p=1008.57",46317
9460,"t=22.83,h=35.40,p=1008.55",46308
9461,"t=22.83,h=35.40,p=1008.55",46323
9462,"t=22.83,h=35.41,p=1008.55",46320
9463,"t=22.83,h=35.41,p=1008.55",46311
9464,"t=22.84,h=35.41,p=1008.55",46329
9465,"t=22.84,h=35.41,p=1008.55",46315
9466,"t=22.83,h=35.42,p=1008.57",46325
9467,"t=22.83,h=35.42,p=1008.57",46314
9468,"t=22.83,h=35.41,p=1008.52",46321
9469,"t=22.83,h=35.41,p=1008.52",46309
9470,"t=22.81,h=35.38,p=1008.50",46317
9471,"t=22.81,h=35.38,p=1008.50",46314
9472,"t=22.83,h=35.43,p=1008.55",46322
9473,"t=22.83,h=35.43,p=1008.55",46328
9474,"t=22.83,h=35.41,p=1008.56",46321
9475,"t=22.83,h=35.41,p=1008.56",46317
9476,"t=22.83,h=35.41,p=1008.57",46316
9477,"t=22.83,h=35.41,p=1008.57",46308
9478,"t=22.83,h=35.42,p=1008.54",46357
9479,"t=22.83,h=35.42,p=1008.54",46326
9480,"t=22.83,h=35.41,p=1008.55",46325
9481,"t=22.83,h=35.41,p=1008.55",46311
9482,"t=22.84,h=35.41,p=1008.54",46324
9483,"t=22.84,h=35.41,p=1008.54",46326
9484,"t=22.84,h=35.41,p=1008.54",46318
9485,"t=22.84,h=35.41,p=1008.54",46311
9486,"t=22.84,h=35.42,p=1008.54",46315
9487,"t=22.84,h=35.42,p=1008.54",46326
9488,"t=22.84,h=35.41,p=1008.53",46307
9489,"t=22.84,h=35.41,p=1008.53",46319
9490,"t=22.84,h=35.42,p=1008.55",46321
9491,"t=22.84,h=35.42,p=1008.55",46324
9492,"t=22.83,h=35.42,p=1008.54",46317
9493,"t=22.83,h=35.42,p=1008.54",46317
9494,"t=22.84,h=35.42,p=1008.53",46322
9495,"t=22.84,h=35.42,p=1008.53",46311
9496,"t=22.84,h=35.42,p=1008.55",46325
9497,"t=22.84,h=35.42,p=1008.55",46329
9498,"t=22.83,h=35.42,p=1008.54",46322
9499,"t=22.83,h=35.42,p=1008.54",46318
9500,"t=22.84,h=35.42,p=1008.53",46321
9501,"t=22.84,h=35.42,p=1008.53",46311
9502,"t=22.84,h=35.42,p=1008.53",46309
9503,"t=22.84,h=35.42,p=1008.53",46313
9504,"t=22.84,h=35.42,p=1008.53",46328
9505,"t=22.84,h=35.42,p=1008.53",46320
9506,"t=22.84,h=35.42,p=1008.53",46313
9507,"t=22.83,h=35.41,p=1008.55",46311
9508,"t=22.83,h=35.41,p=1008.55",46319
9509,"t=22.83,h=35.42,p=1008.54",46325
9510,"t=22.83,h=35.42,p=1008.54",46315
9511,"t=22.83,h=35.42,p=1008.52",46324
9512,"t=22.83,h=35.42,p=1008.52",46316
9513,"t=22.83,h=35.42,p=1008.51",46315
9514,"t=22.83,h=35.42,p=1008.51",46309
9515,"t=22.83,h=35.41,p=1008.53",46327
9516,"t=22.83,h=35.41,p=1008.53",46316
9517,"t=22.83,h=35.41,p=1008.55",46321
9518,"t=22.83,h=35.41,p=1008.55",46316
9519,"t=22.83,h=35.40,p=1008.51",46313
9520,"t=22.83,h=35.40,p=1008.51",46326
9521,"t=22.83,h=35.41,p=1008.53",46314
9522,"t=22.83,h=35.41,p=1008.53",46328
9523,"t=22.83,h=35.38,p=1008.54",46319
9524,"t=22.83,h=35.38,p=1008.54",46325
9525,"t=22.84,h=35.41,p=1008.57",46315
9526,"t=22.84,h=35.41,p=1008.57",46316
9527,"t=22.83,h=35.40,p=1008.54",46322
9528,"t=22.83,h=35.40,p=1008.54",46325
9529,"t=22.83,h=35.40,p=1008.52",46313
9530,"t=22.83,h=35.40,p=1008.52",46314
9531,"t=22.84,h=35.42,p=1008.55",46318
9532,"t=22.84,h=35.42,p=1008.55",46330
9533,"t=22.83,h=35.41,p=1008.54",46309
9534,"t=22.83,h=35.41,p=1008.54",46326
9535,"t=22.83,h=35.41,p=1008.53",46325
9536,"t=22.83,h=35.41,p=1008.53",46321
9537,"t=22.83,h=35.41,p=1008.56",46322
9538,"t=22.83,h=35.41,p=1008.56",46312
9539,"t=22.83,h=35.41,p=1008.57",46324
9540,"t=22.83,h=35.41,p=1008.57",46316
9541,"t=22.83,h=35.41,p=1008.56",46314
9542,"t=22.83,h=35.41,p=1008.56",46314
9543,"t=22.84,h=35.41,p=1008.56",46329
9544,"t=22.84,h=35.41,p=1008.56",46314
9545,"t=22.84,h=35.41,p=1008.55",46324
9546,"t=22.84,h=35.41,p=1008.55",46317
